Last inventory,Operating system,RAM (MB),CPU (MHz),CPU type,CPU number,Setor,RAM_GB,CPU_Family,Cores_per_CPU,Total_Cores,Machine_Profile,Impacto_Operacional,Custo_Upgrade_BRL
2/26/2026 18:37,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/26/2026 18:42,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Comercial,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/26/2026 18:47,Microsoft Windows 11 Pro,32768,2300,12th Gen Intel(R) Core(TM) i7-12700H [14 core(s) x86_64],1,Operação,32.0,Core i7,14,14,Notebook,Baixo,0
2/26/2026 18:51,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/26/2026 19:02,Microsoft Windows 11 Pro,16384,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,16.0,Core i5,4,4,Notebook,Médio,0
2/26/2026 19:05,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Jurídico,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/26/2026 19:18,Microsoft Windows 11 Pro,16384,2419,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz [4 core(s) x86_64],1,Operação,16.0,Core i5,4,4,Notebook,Médio,0
2/26/2026 19:21,Microsoft Windows Server 2019 Standard,16384,3408,Intel(R) Xeon(R) E-2224 CPU @ 3.40GHz [4 core(s) x86_64],1,TI,16.0,Xeon Outro,4,4,Servidor,Médio,0
2/26/2026 19:32,Microsoft Windows 11 Pro,8192,2904,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz [6 core(s) x86_64],1,Operação,8.0,Core i5,6,6,Desktop,Alto,1800
2/26/2026 19:32,Microsoft Windows 11 Pro,16384,1600,13th Gen Intel(R) Core(TM) i5-13500T [14 core(s) x86_64],1,Operação,16.0,Core i5,14,14,Desktop,Médio,0
2/26/2026 19:39,Microsoft Windows Server 2019 Standard,8192,3093,Intel(R) Xeon(R) CPU E5-2687W 0 @ 3.10GHz [4 core(s) x86_64],1,TI,8.0,Xeon Outro,4,4,Servidor,Alto,4500
2/26/2026 19:43,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,Operação,16.0,Core i5,10,10,Notebook,Médio,0
2/26/2026 19:44,Microsoft Windows 11 Pro,16384,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,16.0,Core i5,4,4,Notebook,Médio,0
2/26/2026 19:52,Microsoft Windows 11 Pro,16384,1600,13th Gen Intel(R) Core(TM) i5-13500T [14 core(s) x86_64],1,Operação,16.0,Core i5,14,14,Desktop,Médio,0
2/26/2026 20:14,Microsoft Windows 11 Pro,8192,2904,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz [6 core(s) x86_64],1,Operação,8.0,Core i5,6,6,Desktop,Alto,1800
2/26/2026 20:17,Microsoft Windows Server 2019 Standard,32768,2394,Intel(R) Xeon(R) Platinum 8260 CPU @ 2.40GHz [1 core(s) x86_64],8,TI,32.0,Xeon Platinum,1,8,Servidor,Baixo,0
2/26/2026 20:22,Microsoft Windows 11 Pro,16384,1700,12th Gen Intel(R) Core(TM) i7-1255U [10 core(s) x86_64],1,Operação,16.0,Core i7,10,10,Notebook,Baixo,0
2/26/2026 20:23,Microsoft Windows 11 Pro,16384,1600,13th Gen Intel(R) Core(TM) i5-13500T [14 core(s) x86_64],1,Operação,16.0,Core i5,14,14,Desktop,Médio,0
2/26/2026 21:06,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/26/2026 21:09,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Comercial,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/26/2026 21:33,Microsoft Windows Server 2016 Standard,8192,2394,Intel(R) Xeon(R) Platinum 8260 CPU @ 2.40GHz [1 core(s) x86_64],4,TI,8.0,Xeon Platinum,1,4,Servidor,Médio,0
2/26/2026 21:37,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/26/2026 21:39,Microsoft Windows Server 2019 Standard,131072,3101,Intel(R) Xeon(R) CPU E5-2687W 0 @ 3.10GHz [8 core(s) x86_64],2,TI,128.0,Xeon Outro,8,16,Servidor,Baixo,0
2/26/2026 21:44,Microsoft Windows 11 Pro,16384,1600,13th Gen Intel(R) Core(TM) i5-13500T [14 core(s) x86_64],1,Operação,16.0,Core i5,14,14,Desktop,Médio,0
2/26/2026 21:45,Microsoft Windows 11 Pro,16384,2419,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz [4 core(s) x86_64],1,Operação,16.0,Core i5,4,4,Notebook,Médio,0
2/26/2026 21:51,Microsoft Windows Server 2019 Standard,8192,2394,Intel(R) Xeon(R) Platinum 8260 CPU @ 2.40GHz [1 core(s) x86_64],4,TI,8.0,Xeon Platinum,1,4,Servidor,Médio,0
2/26/2026 22:04,Microsoft Windows Server 2019 Standard,16384,2400,Intel(R) Xeon(R) Gold 6448H [1 core(s) x86_64],4,TI,16.0,Xeon Gold,1,4,Servidor,Baixo,0
2/26/2026 22:27,Microsoft Windows Server 2019 Standard,8192,2394,Intel(R) Xeon(R) Platinum 8260 CPU @ 2.40GHz [2 core(s) x86_64],2,TI,8.0,Xeon Platinum,2,4,Servidor,Médio,0
2/26/2026 22:36,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/26/2026 22:40,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/26/2026 23:09,Microsoft Windows Server 2019 Standard,16384,2600,INTEL(R) XEON(R) SILVER 4509Y [3 core(s) x86_64],1,TI,16.0,Xeon Silver,3,3,Servidor,Médio,0
2/26/2026 23:24,Microsoft Windows Server 2019 Standard,8192,2394,Intel(R) Xeon(R) Platinum 8260 CPU @ 2.40GHz [1 core(s) x86_64],2,TI,8.0,Xeon Platinum,1,2,Servidor,Médio,0
2/26/2026 23:28,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/26/2026 23:30,Microsoft Windows 11 Enterprise,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/26/2026 23:51,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/26/2026 23:59,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Comercial,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/27/2026 0:00,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,RH,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/27/2026 0:35,Microsoft Windows Server 2019 Standard,8192,2600,INTEL(R) XEON(R) SILVER 4509Y [2 core(s) x86_64],1,TI,8.0,Xeon Silver,2,2,Servidor,Alto,0
2/27/2026 0:46,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/27/2026 0:51,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,Operação,16.0,Core i5,10,10,Notebook,Médio,0
2/27/2026 0:53,Microsoft Windows Server 2019 Standard,8192,2400,Intel(R) Xeon(R) Gold 6448H [1 core(s) x86_64],4,TI,8.0,Xeon Gold,1,4,Servidor,Médio,0
2/27/2026 1:07,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/27/2026 1:15,Microsoft Windows 11 Pro,8192,2904,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz [6 core(s) x86_64],1,Operação,8.0,Core i5,6,6,Desktop,Alto,1800
2/27/2026 1:25,Microsoft Windows Server 2019 Standard,8192,3093,Intel(R) Xeon(R) CPU E5-2687W 0 @ 3.10GHz [5 core(s) x86_64],1,TI,8.0,Xeon Outro,5,5,Servidor,Alto,4500
2/27/2026 1:25,Microsoft Windows 11 Pro,16384,2419,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz [4 core(s) x86_64],1,Operação,16.0,Core i5,4,4,Notebook,Médio,0
2/27/2026 1:26,Microsoft Windows Server 2019 Standard,8192,2394,Intel(R) Xeon(R) Platinum 8260 CPU @ 2.40GHz [1 core(s) x86_64],4,TI,8.0,Xeon Platinum,1,4,Servidor,Médio,0
2/27/2026 1:43,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/27/2026 1:48,Microsoft Windows Server 2019 Standard,8191,3093,Intel(R) Xeon(R) CPU E5-2687W 0 @ 3.10GHz [2 core(s) x86_64],1,TI,7.9990234375,Xeon Outro,2,2,Servidor,Alto,4500
2/27/2026 2:02,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/27/2026 2:03,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/27/2026 2:06,Microsoft Windows 11 Pro,16384,1600,13th Gen Intel(R) Core(TM) i5-13500T [14 core(s) x86_64],1,Operação,16.0,Core i5,14,14,Desktop,Médio,0
2/27/2026 2:18,Microsoft Windows Server 2019 Standard,16384,3408,Intel(R) Xeon(R) E-2224 CPU @ 3.40GHz [4 core(s) x86_64],1,TI,16.0,Xeon Outro,4,4,Servidor,Médio,0
2/27/2026 2:22,Microsoft Windows 11 Pro,65536,2300,12th Gen Intel(R) Core(TM) i7-12700H [14 core(s) x86_64],1,Operação,64.0,Core i7,14,14,Notebook,Baixo,0
2/27/2026 2:26,Microsoft Windows 11 Pro,16384,2419,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz [4 core(s) x86_64],1,Operação,16.0,Core i5,4,4,Notebook,Médio,0
2/27/2026 3:02,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Comercial,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/27/2026 3:08,Microsoft Windows 11 Pro,16384,2419,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz [4 core(s) x86_64],1,Operação,16.0,Core i5,4,4,Notebook,Médio,0
2/27/2026 3:13,Microsoft Windows Server 2019 Standard,16384,2394,Intel(R) Xeon(R) Platinum 8260 CPU @ 2.40GHz [1 core(s) x86_64],8,TI,16.0,Xeon Platinum,1,8,Servidor,Baixo,0
2/27/2026 3:19,Microsoft Windows Server 2019 Standard,16384,2394,Intel(R) Xeon(R) Platinum 8260 CPU @ 2.40GHz [1 core(s) x86_64],8,TI,16.0,Xeon Platinum,1,8,Servidor,Baixo,0
2/27/2026 3:27,Ubuntu 22.04,7938,2400,Intel(R) Xeon(R) Platinum 8260 CPU @ 2.40GHz,2,TI,7.751953125,Xeon Platinum,1,2,Servidor,Médio,0
2/27/2026 3:33,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/27/2026 3:37,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,Operação,16.0,Core i5,10,10,Notebook,Médio,0
2/27/2026 3:40,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/27/2026 3:43,Microsoft Windows 11 Pro,16384,3000,12th Gen Intel(R) Core(TM) i5-12500 [6 core(s) x86_64],1,Operação,16.0,Core i5,6,6,Desktop,Médio,0
2/27/2026 3:52,Microsoft Windows Server 2019 Standard,8192,3093,Intel(R) Xeon(R) CPU E5-2687W 0 @ 3.10GHz [3 core(s) x86_64],1,TI,8.0,Xeon Outro,3,3,Servidor,Alto,4500
2/27/2026 3:55,Microsoft Windows Server 2019 Standard,8192,3408,Intel(R) Xeon(R) E-2224 CPU @ 3.40GHz [4 core(s) x86_64],1,TI,8.0,Xeon Outro,4,4,Servidor,Alto,4500
2/27/2026 4:03,Microsoft Windows Server 2019 Standard,8192,2600,INTEL(R) XEON(R) SILVER 4509Y [1 core(s) x86_64],1,TI,8.0,Xeon Silver,1,1,Servidor,Alto,0
2/27/2026 4:21,Microsoft Windows 11 Pro,16384,1600,13th Gen Intel(R) Core(TM) i5-13500T [14 core(s) x86_64],1,Operação,16.0,Core i5,14,14,Desktop,Médio,0
2/27/2026 4:44,Microsoft Windows Server 2019 Standard,16384,2394,Intel(R) Xeon(R) Platinum 8260 CPU @ 2.40GHz [1 core(s) x86_64],2,TI,16.0,Xeon Platinum,1,2,Servidor,Médio,0
2/27/2026 4:52,Microsoft Windows Server 2019 Standard,8192,2394,Intel(R) Xeon(R) Platinum 8260 CPU @ 2.40GHz [1 core(s) x86_64],2,TI,8.0,Xeon Platinum,1,2,Servidor,Médio,0
2/27/2026 4:58,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/27/2026 5:03,Microsoft Windows 11 Pro,16384,1600,13th Gen Intel(R) Core(TM) i5-13500T [14 core(s) x86_64],1,Operação,16.0,Core i5,14,14,Desktop,Médio,0
2/27/2026 5:37,Microsoft Windows Server 2019 Standard,8192,2394,Intel(R) Xeon(R) Platinum 8260 CPU @ 2.40GHz [1 core(s) x86_64],2,TI,8.0,Xeon Platinum,1,2,Servidor,Médio,0
2/27/2026 5:40,Microsoft Windows 11 Pro,8192,2904,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz [6 core(s) x86_64],1,Operação,8.0,Core i5,6,6,Desktop,Alto,1800
2/27/2026 5:57,Microsoft Windows 11 Pro,16384,2000,AMD Ryzen 7 7730U with Radeon Graphics [8 core(s) x86_64],1,Contabilidade,16.0,Ryzen 7,8,8,Desktop,Baixo,0
2/27/2026 6:04,Microsoft Windows Server 2019 Standard,8192,2394,Intel(R) Xeon(R) Platinum 8260 CPU @ 2.40GHz [1 core(s) x86_64],2,TI,8.0,Xeon Platinum,1,2,Servidor,Médio,0
2/27/2026 6:08,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/27/2026 6:17,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/27/2026 6:26,Ubuntu 22.04,5852,3100,Intel(R) Xeon(R) CPU E5-2687W 0 @ 3.10GHz,1,TI,5.71484375,Xeon Outro,1,1,Servidor,Alto,4500
2/27/2026 6:28,Microsoft Windows 11 Pro,16384,2419,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz [4 core(s) x86_64],1,Operação,16.0,Core i5,4,4,Notebook,Médio,0
2/27/2026 6:30,Ubuntu 22.04,7868,3100,Intel(R) Xeon(R) CPU E5-2687W 0 @ 3.10GHz,1,TI,7.68359375,Xeon Outro,1,1,Servidor,Alto,4500
2/27/2026 6:33,Microsoft Windows 11 Pro,16384,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,16.0,Core i5,4,4,Notebook,Médio,0
2/27/2026 6:33,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/27/2026 6:40,Microsoft Windows 11 Pro,65536,2300,12th Gen Intel(R) Core(TM) i7-12700H [14 core(s) x86_64],1,Operação,64.0,Core i7,14,14,Notebook,Baixo,0
2/27/2026 6:40,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Comercial,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/27/2026 6:41,Microsoft Windows Server 2019 Standard,16384,2394,Intel(R) Xeon(R) Platinum 8260 CPU @ 2.40GHz [1 core(s) x86_64],4,TI,16.0,Xeon Platinum,1,4,Servidor,Baixo,0
2/27/2026 6:42,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Marketing,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/27/2026 6:42,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Marketing,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/27/2026 6:43,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/27/2026 6:44,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Jurídico,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/27/2026 6:46,Microsoft Windows 11 Pro,16384,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,16.0,Core i5,4,4,Notebook,Médio,0
2/27/2026 6:47,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,RH,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/27/2026 6:47,Microsoft Windows 11 Pro,16384,1700,12th Gen Intel(R) Core(TM) i7-1255U [10 core(s) x86_64],1,Operação,16.0,Core i7,10,10,Notebook,Baixo,0
2/27/2026 6:47,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/27/2026 6:49,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/27/2026 6:49,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/27/2026 6:49,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Marketing,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/27/2026 6:49,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Comercial,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/27/2026 6:49,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Comercial,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/27/2026 6:49,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Comercial,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/27/2026 6:50,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,RH,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/27/2026 6:53,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/27/2026 6:55,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/27/2026 6:56,Microsoft Windows 11 Pro,16384,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,16.0,Core i5,4,4,Notebook,Médio,0
2/27/2026 6:59,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Jurídico,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/27/2026 7:00,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/27/2026 7:00,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,RH,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/27/2026 7:00,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,Operação,16.0,Core i5,10,10,Notebook,Médio,0
2/27/2026 7:01,Microsoft Windows 11 Pro,8192,2419,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/27/2026 7:03,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/27/2026 7:03,Microsoft Windows 11 Pro,16384,2000,AMD Ryzen 7 7730U with Radeon Graphics [8 core(s) x86_64],1,Financeiro,16.0,Ryzen 7,8,8,Desktop,Baixo,0
2/27/2026 7:03,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,RH,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/27/2026 7:04,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Jurídico,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/27/2026 7:04,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Marketing,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/27/2026 7:04,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,Operação,16.0,Core i5,10,10,Notebook,Médio,0
2/27/2026 7:05,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,Operação,16.0,Core i5,10,10,Notebook,Médio,0
2/27/2026 7:05,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/27/2026 7:06,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Jurídico,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/27/2026 7:06,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,Operação,16.0,Core i5,10,10,Notebook,Médio,0
2/27/2026 7:06,Microsoft Windows 11 Pro,16384,2000,AMD Ryzen 7 PRO 5875U with Radeon Graphics [8 core(s) x86_64],1,Financeiro,16.0,Ryzen 7,8,8,Notebook,Baixo,0
2/27/2026 7:06,Microsoft Windows 11 Pro,16384,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,16.0,Core i5,4,4,Notebook,Médio,0
2/27/2026 7:07,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Comercial,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/27/2026 7:07,Microsoft Windows 11 Pro,16384,1600,13th Gen Intel(R) Core(TM) i5-13500T [14 core(s) x86_64],1,Operação,16.0,Core i5,14,14,Desktop,Médio,0
2/27/2026 7:08,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Jurídico,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/27/2026 7:08,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/27/2026 7:08,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/27/2026 7:08,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,Operação,16.0,Core i5,10,10,Notebook,Médio,0
2/27/2026 7:09,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Jurídico,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/27/2026 7:09,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/27/2026 7:09,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,RH,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/27/2026 7:10,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,Operação,16.0,Core i5,10,10,Notebook,Médio,0
2/27/2026 7:11,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/27/2026 7:11,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,Operação,16.0,Core i5,10,10,Notebook,Médio,0
