Last inventory,Operating system,RAM (MB),CPU (MHz),CPU type,CPU number,Setor,RAM_GB,CPU_Family,Cores_per_CPU,Total_Cores,Machine_Profile,Impacto_Operacional,Custo_Upgrade_BRL
2/23/2026 6:22,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,RH,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/23/2026 7:37,Microsoft Windows 11 Pro,16384,2419,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz [4 core(s) x86_64],1,Operação,16.0,Core i5,4,4,Notebook,Médio,0
2/23/2026 9:26,Microsoft Windows 11 Pro,16384,3201,AMD Ryzen 7 7735HS with Radeon Graphics [8 core(s) x86_64],1,Financeiro,16.0,Ryzen 7,8,8,Notebook,Baixo,0
2/23/2026 9:26,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Jurídico,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/23/2026 9:26,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,Operação,16.0,Core i5,10,10,Notebook,Médio,0
2/23/2026 11:36,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Marketing,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/23/2026 11:45,Microsoft Windows 11 Pro,8192,2419,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/23/2026 12:58,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Jurídico,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/23/2026 13:13,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,RH,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/23/2026 16:39,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/23/2026 16:52,Microsoft Windows 11 Pro,65536,2200,13th Gen Intel(R) Core(TM) i9-13900HX [24 core(s) x86_64],1,Operação,64.0,Core i9,24,24,Desktop,Baixo,0
2/23/2026 17:30,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,Operação,16.0,Core i5,10,10,Notebook,Médio,0
2/23/2026 18:58,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Jurídico,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/23/2026 19:02,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/24/2026 0:49,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,Operação,16.0,Core i5,10,10,Notebook,Médio,0
2/24/2026 5:16,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,RH,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/24/2026 7:26,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,RH,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/24/2026 7:34,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Jurídico,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/24/2026 8:05,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Comercial,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/24/2026 8:27,Microsoft Windows 11 Pro,8192,2375,AMD Ryzen 5 4500U with Radeon Graphics [6 core(s) x86_64],1,Comercial,8.0,Ryzen 5,6,6,Desktop,Alto,1600
2/24/2026 8:33,Microsoft Windows 11 Pro,8192,2904,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz [6 core(s) x86_64],1,Operação,8.0,Core i5,6,6,Desktop,Alto,1800
2/24/2026 9:36,Microsoft Windows 11 Pro,8192,2419,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/24/2026 10:24,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/24/2026 11:22,Microsoft Windows 11 Enterprise,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Marketing,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/24/2026 11:23,Microsoft Windows 11 Pro,16384,3201,AMD Ryzen 7 7735HS with Radeon Graphics [8 core(s) x86_64],1,Financeiro,16.0,Ryzen 7,8,8,Notebook,Baixo,0
2/24/2026 11:34,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/24/2026 12:39,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/24/2026 12:41,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,Operação,16.0,Core i5,10,10,Notebook,Médio,0
2/24/2026 12:58,Microsoft Windows 11 Pro,16384,1600,13th Gen Intel(R) Core(TM) i5-13500T [14 core(s) x86_64],1,Operação,16.0,Core i5,14,14,Desktop,Médio,0
2/24/2026 13:50,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,RH,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/24/2026 13:50,Microsoft Windows 11 Pro,16384,1700,12th Gen Intel(R) Core(TM) i7-1255U [10 core(s) x86_64],1,Operação,16.0,Core i7,10,10,Notebook,Baixo,0
2/24/2026 14:05,Microsoft Windows 11 Pro,16384,3201,AMD Ryzen 7 7735HS with Radeon Graphics [8 core(s) x86_64],1,Financeiro,16.0,Ryzen 7,8,8,Notebook,Baixo,0
2/24/2026 15:20,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,RH,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/24/2026 15:43,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,RH,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/24/2026 15:56,Microsoft Windows 11 Pro,16384,3201,AMD Ryzen 7 7735HS with Radeon Graphics [8 core(s) x86_64],1,Contabilidade,16.0,Ryzen 7,8,8,Notebook,Baixo,0
2/24/2026 16:28,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Comercial,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/24/2026 16:46,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Comercial,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/24/2026 16:59,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Jurídico,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/24/2026 17:00,Microsoft Windows 11 Pro,16384,1700,12th Gen Intel(R) Core(TM) i7-1255U [10 core(s) x86_64],1,Operação,16.0,Core i7,10,10,Notebook,Baixo,0
2/24/2026 17:05,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Jurídico,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/24/2026 20:37,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/24/2026 23:42,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Jurídico,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/25/2026 3:08,Microsoft Windows 11 Pro,16384,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,16.0,Core i5,4,4,Notebook,Médio,0
2/25/2026 6:35,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/25/2026 6:47,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,RH,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/25/2026 7:06,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Comercial,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/25/2026 7:21,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,RH,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/25/2026 7:23,Microsoft Windows 11 Pro,16384,2419,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz [4 core(s) x86_64],1,Operação,16.0,Core i5,4,4,Notebook,Médio,0
2/25/2026 7:27,Microsoft Windows 11 Pro,16384,1600,13th Gen Intel(R) Core(TM) i5-13500T [14 core(s) x86_64],1,Operação,16.0,Core i5,14,14,Desktop,Médio,0
2/25/2026 7:37,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Jurídico,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/25/2026 7:43,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Comercial,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/25/2026 7:46,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,RH,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/25/2026 7:54,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,Operação,16.0,Core i5,10,10,Notebook,Médio,0
2/25/2026 7:55,Microsoft Windows 11 Pro,32768,2300,12th Gen Intel(R) Core(TM) i7-12700H [14 core(s) x86_64],1,Operação,32.0,Core i7,14,14,Notebook,Baixo,0
2/25/2026 8:00,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Jurídico,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/25/2026 8:11,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,RH,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/25/2026 8:16,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,RH,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/25/2026 8:25,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,Operação,16.0,Core i5,10,10,Notebook,Médio,0
2/25/2026 9:03,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Marketing,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/25/2026 9:10,Microsoft Windows 11 Pro,16384,1700,12th Gen Intel(R) Core(TM) i7-1255U [10 core(s) x86_64],1,Operação,16.0,Core i7,10,10,Notebook,Baixo,0
2/25/2026 9:25,Microsoft Windows 11 Pro,16384,3201,AMD Ryzen 7 7735HS with Radeon Graphics [8 core(s) x86_64],1,Financeiro,16.0,Ryzen 7,8,8,Notebook,Baixo,0
2/25/2026 9:31,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Comercial,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/25/2026 10:13,Microsoft Windows 11 Pro,16384,2375,AMD Ryzen 5 4500U with Radeon Graphics [6 core(s) x86_64],1,RH,16.0,Ryzen 5,6,6,Desktop,Médio,0
2/25/2026 10:15,Microsoft Windows 11 Pro,16384,2419,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz [4 core(s) x86_64],1,Operação,16.0,Core i5,4,4,Notebook,Médio,0
2/25/2026 10:32,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/25/2026 10:37,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Jurídico,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/25/2026 11:06,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Jurídico,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/25/2026 11:59,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Jurídico,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/25/2026 12:01,Microsoft Windows 11 Business,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,Operação,16.0,Core i5,10,10,Notebook,Médio,0
2/25/2026 12:08,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Jurídico,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/25/2026 12:40,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Marketing,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/25/2026 12:51,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,RH,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/25/2026 13:07,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,Operação,16.0,Core i5,10,10,Notebook,Médio,0
2/25/2026 13:08,Microsoft Windows 11 Pro,16384,2419,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz [4 core(s) x86_64],1,Operação,16.0,Core i5,4,4,Notebook,Médio,0
2/25/2026 13:17,Microsoft Windows 11 Pro,65536,2200,13th Gen Intel(R) Core(TM) i9-13900HX [24 core(s) x86_64],1,Operação,64.0,Core i9,24,24,Desktop,Baixo,0
2/25/2026 13:42,Microsoft Windows 11 Pro,65536,2200,13th Gen Intel(R) Core(TM) i9-13900HX [24 core(s) x86_64],1,Operação,64.0,Core i9,24,24,Desktop,Baixo,0
2/25/2026 13:48,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,Operação,16.0,Core i5,10,10,Notebook,Médio,0
2/25/2026 14:10,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Comercial,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/25/2026 14:20,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Comercial,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/25/2026 14:20,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,Operação,16.0,Core i5,10,10,Notebook,Médio,0
2/25/2026 14:33,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,Operação,16.0,Core i5,10,10,Notebook,Médio,0
2/25/2026 14:53,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Jurídico,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/25/2026 15:23,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,RH,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/25/2026 15:55,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/25/2026 16:17,Microsoft Windows 11 Pro,16384,3201,AMD Ryzen 7 7735HS with Radeon Graphics [8 core(s) x86_64],1,Contabilidade,16.0,Ryzen 7,8,8,Notebook,Baixo,0
2/25/2026 16:23,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/25/2026 16:27,Microsoft Windows 11 Pro,16384,1700,12th Gen Intel(R) Core(TM) i7-1255U [10 core(s) x86_64],1,Operação,16.0,Core i7,10,10,Notebook,Baixo,0
2/25/2026 16:39,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Jurídico,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/25/2026 17:29,Microsoft Windows 11 Pro,8192,2904,Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz [6 core(s) x86_64],1,Operação,8.0,Core i5,6,6,Desktop,Alto,1800
2/25/2026 17:45,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/25/2026 17:55,Microsoft Windows 11 Enterprise,16384,3201,AMD Ryzen 7 7735HS with Radeon Graphics [8 core(s) x86_64],1,Financeiro,16.0,Ryzen 7,8,8,Notebook,Baixo,0
2/25/2026 18:28,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/25/2026 18:32,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Comercial,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/25/2026 21:22,Microsoft Windows 11 Pro,32768,2300,12th Gen Intel(R) Core(TM) i7-12700H [14 core(s) x86_64],1,Operação,32.0,Core i7,14,14,Notebook,Baixo,0
2/25/2026 21:23,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,RH,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/25/2026 22:32,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,RH,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/25/2026 22:45,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,RH,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/25/2026 23:42,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Marketing,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/26/2026 1:18,Microsoft Windows 11 Enterprise,16384,2419,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz [4 core(s) x86_64],1,Operação,16.0,Core i5,4,4,Notebook,Médio,0
2/26/2026 6:03,Microsoft Windows 11 Pro,8192,2419,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/26/2026 6:52,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Jurídico,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/26/2026 6:57,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Comercial,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/26/2026 6:57,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,Operação,16.0,Core i5,10,10,Notebook,Médio,0
2/26/2026 7:00,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Jurídico,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/26/2026 7:02,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/26/2026 7:04,Microsoft Windows 11 Enterprise,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,RH,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/26/2026 7:07,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,RH,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/26/2026 7:08,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,RH,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/26/2026 7:09,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Jurídico,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/26/2026 7:23,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Jurídico,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/26/2026 7:28,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,Operação,16.0,Core i5,10,10,Notebook,Médio,0
2/26/2026 7:28,Microsoft Windows 11 Pro,16384,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,16.0,Core i5,4,4,Notebook,Médio,0
2/26/2026 7:28,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Comercial,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/26/2026 7:31,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Comercial,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/26/2026 8:05,Microsoft Windows 11 Pro,65536,2300,12th Gen Intel(R) Core(TM) i7-12700H [14 core(s) x86_64],1,Operação,64.0,Core i7,14,14,Notebook,Baixo,0
2/26/2026 8:17,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/26/2026 8:22,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/26/2026 8:24,Microsoft Windows 11 Pro,16384,1700,12th Gen Intel(R) Core(TM) i7-1255U [10 core(s) x86_64],1,Operação,16.0,Core i7,10,10,Notebook,Baixo,0
2/26/2026 8:28,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Jurídico,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/26/2026 8:30,Microsoft Windows 11 Pro,8192,1190,Intel(R) Core(TM) i5-1035G1 CPU @ 1.00GHz [4 core(s) x86_64],1,Operação,8.0,Core i5,4,4,Notebook,Alto,1800
2/26/2026 8:30,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,RH,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/26/2026 8:37,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Marketing,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/26/2026 8:48,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Comercial,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/26/2026 8:52,Microsoft Windows 11 Pro,32768,2304,11th Gen Intel(R) Core(TM) i7-11800H @ 2.30GHz [8 core(s) x86_64],1,Operação,32.0,Core i7,8,8,Notebook,Baixo,0
2/26/2026 8:57,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,Operação,16.0,Core i5,10,10,Notebook,Médio,0
2/26/2026 8:57,Microsoft Windows 11 Pro,16384,1300,12th Gen Intel(R) Core(TM) i5-1235U [10 core(s) x86_64],1,Operação,16.0,Core i5,10,10,Notebook,Médio,0
2/26/2026 9:11,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Jurídico,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/26/2026 9:16,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Jurídico,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/26/2026 9:22,Microsoft Windows 11 Pro,32768,2300,12th Gen Intel(R) Core(TM) i7-12700H [14 core(s) x86_64],1,Operação,32.0,Core i7,14,14,Notebook,Baixo,0
2/26/2026 9:28,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,RH,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/26/2026 9:29,Microsoft Windows 11 Enterprise,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,RH,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/26/2026 9:31,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,RH,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/26/2026 9:33,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Jurídico,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
2/26/2026 9:36,Microsoft Windows 11 Pro,16384,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Comercial,16.0,Ryzen 5,6,6,Notebook,Médio,0
2/26/2026 9:39,Microsoft Windows 11 Pro,6987,2100,AMD Ryzen 5 5500U with Radeon Graphics [6 core(s) x86_64],1,Comercial,6.8232421875,Ryzen 5,6,6,Notebook,Alto,1600
